TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Japanese Maple 'Sister Ghost' Acer palmatum Live Grafted Tree Rare Ghost Series Reticulated Yellow Green Leaves---Stunning!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live grafted tree that is 6""- 8"" tall. A Ghost Series cultivar is one of the most stunning members of the famous ""Ghost Series"". It is highly prized for its dramatic reticulated variegation (prominent, dark veins contrasting against a lighter leaf body). While other cultivars in the Ghost series (like 'First Ghost' or 'Grandmother Ghost') push heavy pink or white tones, 'Sister Ghost' focuses on an incredibly bright, luminous chartreuse-and-emerald contrast that instantly lightens up shady corners of a garden.

Spring: Leaves emerge a striking, pale yellowish-green to creamy chartreuse with highly visible, dark green veins cutting through the center of each lobe.

Summer: The contrast softens slightly as the leaf darkens to a more uniform light green, though the prominent vein structure remains a distinct texture.

Autumn: The tree puts on a spectacular finale, shifting into vibrant shades of bright yellow, orange, and deep red.

Size: It is a medium-sized, upright, and spreading tree, typically reaching 8–12 feet tall and about 6–8 feet wide over 10–15 years.

Sunlight: Like most pale or variegated maples, it thrives best in filtered sun or afternoon shade. Hot, direct afternoon sun can easily scorch its delicate, pale spring leaves.

Common Name: 'Sister Ghost' Japanese Maple
Botanical Name: Acer palmatum 
Hardiness Zones: 5 - 9
Bloom Time: N/A
Sunlight: Morning sun/Afternoon shade
Soil Requirements: Moist, well drained soil
Mature Size: 8' to 12' tall and 6' to 8' wide
Bloom Color: N/A
Deciduous or Evergreen: Deciduous",32.95,USD,1,"rare_tree,unique_leaves,leaf_contrast,dwarf_tree,reticulated_leaves,easy_to_grow,dramatic_Fall_color,small_garden_space,container_tree,Asian_garden,dark_veining,Ghost_Series,finely_toothed_leaf","plant,soil,pot",https://i.etsystatic.com/20088520/r/il/fdb2e1/6119135378/il_fullxfull.6119135378_9fsp.jpg,https://i.etsystatic.com/20088520/r/il/77753e/8207040877/il_fullxfull.8207040877_r9z5.jpg,,,,,,,,,,,,,,,
"Japanese Maple 'Oregon Sunset' Acer palmatum Live Grafted Tree Plum Colored Leaves---Gorgeous!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live grafted tree that is 8""- 10"" tall. This cultivar is a beautiful color and grows wider than it is tall! This tree is a highly prized semi-dwarf cultivar of the Japanese maple (Acer palmatum) known for its compact growth habit and brilliant, shifting color profile that mimics an actual sunset. Unlike upright red maples like 'Bloodgood', 'Oregon Sunset' offers a much more manageable dwarf stature combined with deeply divided, delicate palmate leaves that hold their vibrant hues incredibly well through the heat of summer.

Growth Habit & Size: It features a dense, round, and shrub-like form. It grows relatively slowly, typically reaching 8 to 10 feet tall and wide at maturity, making it an exceptional choice for small yards, containers, or accent plantings.

Spring: Leaves emerge a bright, soft red to orange-red.

Summer: The foliage transitions to a deep plum-burgundy or rich red-green, especially in softer light.

Autumn: True to its name, the tree finishes the season with a spectacular, fiery explosion of bright orange, crimson, and golden-yellow tones.

Sunlight: Thrives best in partial shade to full sun. In hotter climates, afternoon shade is highly recommended to protect the delicate leaf margins from scorching.

Soil: Requires moist, organically rich, well-draining soil. Like most Japanese maples, it prefers slightly acidic conditions and dislikes ""wet feet"" (poorly drained, soggy soil).

Common Name: 'Oregon Sunset' Japanese Maple
Botanical Name: Acer palmatum
Hardiness Zones: 5 - 9
Bloom Time: N/A
Sunlight: Full sun/part sun
Soil Requirements: Moist, well drained soil
Mature Size: 8' to 10' tall and wide
Bloom Color: N/A
Deciduous or Evergreen: Deciduous",32.95,USD,1,"low_growing,spreading_shape,unique_leaves,dramatic_leaf_color,Spring_color,Fall_color,easy_to_grow,small_space,container_tree,Asian_garden,cottage_garden,city_garden,low_maintenance","plant,soil,pot",https://i.etsystatic.com/20088520/r/il/309066/5432910315/il_fullxfull.5432910315_8oi6.jpg,https://i.etsystatic.com/20088520/r/il/62f167/8144681250/il_fullxfull.8144681250_nt6v.jpg,https://i.etsystatic.com/20088520/r/il/7555e5/5825734880/il_fullxfull.5825734880_1yh8.jpg,,,,,,,,,,,,,,
"Mountain Laurel 'Olympic Fire' Kalmia latifolia Live Plant Evergreen Shrub Dark Red Buds & Light Pink Flowers---Stunning!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live plant that is 6"" - 8"" tall ! Mountain Laurels are hard to find!! In late Spring/early Summer, it has dark red buds that open up into lighter pink flowers! It has a long bloom time, so you can enjoy gorgeous flowers for quite a while! It's compact size makes it a great choice for containers too!!

Common Name: 'Olympic Fire' Mountain Laurel
Botanical Name: Kalmia latifolia
Hardiness Zones: 5 - 9
Bloom Time: Late Spring/early Summer 
Sunlight: Part sun prefers morning sun
Soil Requirements: Moist, well drained soil
Mature Size: 5' tall and wide
Bloom Color: Light Pink
Evergreen or Deciduous: Evergreen",34.2,USD,12,"evergreen_shrub,showy_flowers,long_bloom_time,small_garden_space,border_plant,container_garden,cut_flowers,easy_to_grow,attracts_butterflies,Bee_friendly,compact_shape,low_informal_hedge,rabbit_resistant",,https://i.etsystatic.com/20088520/r/il/c064ef/8047223154/il_fullxfull.8047223154_iw12.jpg,https://i.etsystatic.com/20088520/r/il/e3f994/8047222072/il_fullxfull.8047222072_7du8.jpg,https://i.etsystatic.com/20088520/r/il/3c40f8/8047226716/il_fullxfull.8047226716_h1yq.jpg,,,,,,,,,,,,,,
"Dwarf Japanese Maple 'Shishi yatsubusa' Acer palmatum Live Grafted Tree Layered Slightly Cupped Leaves---Hard To Find!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 plant that is 10""- 12"" tall. This grafted dwarf cultivar is highly sought after and hard to find!! What makes it so special is the way the leaves grow!! The name itself gives away its character: ""Yatsubusa"" translates to ""dwarf"" or ""eight tassels,"" referencing its highly congested, compact growth habit, while ""Shishi"" means ""lion,"" hinting at its rumpled, texture-heavy appearance.
Bonsai: It is a legendary choice among bonsai enthusiasts because its leaf size and internodes (the space between leaf joints) are naturally small.
Container Gardening: It thrives in pots on patios or courtyards where its unique texture can be admired up close.
Small Landscapes: Perfect for rock gardens, small urban spaces, or as a focal point near a prominent entryway.

Growth Habit & Size: It features an incredibly dense, multi-branched structure. Growth is slow, typically averaging just 2 to 4 inches per year. Over 10 to 15 years, it will mature into a compact shrub-like tree reaching about 4 to 6 feet tall and wide.

Foliage Texture: The leaves are tiny, sharply lobed, and grow very close together along the twigs. This tight clustering creates a highly unique, deeply layered ""ruffled"" texture that looks almost like a natural bonsai even without pruning.

Seasonal Colors:
Spring: Emerges a bright, vibrant green, sometimes with faint reddish margins on the new tips.
Summer: Settles into a rich, deep emerald green that holds up remarkably well without scorching if given proper care.
Autumn: Transforms into a brilliant display of orange and crimson red.

Sunlight: Thrives in filtered sun or morning sun with afternoon shade. While it is more sun-tolerant than some delicate, variegated maples, hot afternoon sun in warmer climates can stress the compact foliage.
Soil: Requires moist, rich, organic soil that drains flawlessly. Japanese maples hate ""wet feet,"" which can quickly cause root rot.

Common Name: 'Shishi yatsubusa' Japanese Maple
Botanical Name: Acer palmatum
Hardiness Zones: 5 - 9
Bloom Time: N/A
Sunlight: Full sun/part sun
Soil Requirements: Moist, well drained soil
Mature Size: 4' to 6' tall and wide
Bloom Color: N/A
Deciduous or Evergreen: Deciduous",32.95,USD,1,"Japanese_Maples,easy_to_grow,low_maintenance,dwarf_tree,rare_tree,ornamental_tree,fairy_garden,rock_garden,small_garden_spaces,container_garden,unique_leaves,dramatic_Fall_color,layered_leaves","plant,soil,pot",https://i.etsystatic.com/20088520/r/il/01d3a0/7042722670/il_fullxfull.7042722670_rg82.jpg,https://i.etsystatic.com/20088520/r/il/76540e/8128883612/il_fullxfull.8128883612_24da.jpg,https://i.etsystatic.com/20088520/r/il/801f15/7090693015/il_fullxfull.7090693015_f0es.jpg,,,,,,,,,,,,,,
"Mountain Laurel 'Sarah' Kalmia latifolia Live Plant Evergreen Shrub Vibrant Red Buds & Deep Pink-to-Coral Flowers---Stunning!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live plant that is 6"" - 8"" tall ! Mountain Laurels are hard to find!! In late Spring/early Summer, it has red buds that open up into deep pink-to-coral flowers! It has a long bloom time, so you can enjoy gorgeous flowers for quite a while! It's compact size makes it a great choice for containers too!!

Common Name: 'Sarah' Mountain Laurel
Botanical Name: Kalmia latifolia
Hardiness Zones: 5 - 9
Bloom Time: Late Spring/early Summer 
Sunlight: Part sun prefers morning sun
Soil Requirements: Moist, well drained soil
Mature Size: 5' tall and wide
Bloom Color: Deep Pink-to-Coral
Evergreen or Deciduous: Evergreen",34.2,USD,6,"evergreen_shrub,showy_flowers,long_bloom_time,small_garden_space,border_plant,container_garden,cut_flowers,easy_to_grow,attracts_butterflies,Bee_friendly,compact_shape,low_informal_hedge,rabbit_resistant",,https://i.etsystatic.com/20088520/r/il/7258e6/8095153841/il_fullxfull.8095153841_41ig.jpg,https://i.etsystatic.com/20088520/r/il/0d2160/8095147891/il_fullxfull.8095147891_qi2b.jpg,https://i.etsystatic.com/20088520/r/il/a10205/8095150467/il_fullxfull.8095150467_rag7.jpg,,,,,,,,,,,,,,
"Japanese Maple 'Bort's Broom' Acer Circinatum Live Grafted Dwarf Tree ---Stunning!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live grafted tree that is 6""- 8"" tall. This is a highly sought-after dwarf cultivar, but it is actually a variety of Acer circinatum (the Pacific Northwest native Vine Maple), rather than a true Acer palmatum (Japanese maple). Because it shares a similar delicate leaf structure, aesthetic, and care profile, specialty nurseries and collectors often group it right alongside Japanese maples. Because of its naturally compact, slow-growing, and well-behaved nature, it makes an excellent choice for rock gardens, small borders, or as a striking container specimen on a patio.

Growth & Size: It features an exceptionally dense, tight, multi-stemmed shrub form. Unlike the typically lanky, spreading habit of native vine maples, 'Bort's Broom' is a true dwarf that generally maxes out around 3 to 4 feet tall and 2 feet wide over 10 years.  

Foliage & Color Transformation: The leaves emerge a vibrant, fresh green in the spring. However, it reacts uniquely to sunlight: when exposed to sun, the outer edges and top leaves ""bronze out"" into a highly striking cherry red, giving the plant a beautiful two-toned contrast.  

Common Name: 'Bort's Broom' Japanese Maple
Botanical Name: Acer circinatum
Hardiness Zones: 5 - 9
Bloom Time: N/A
Sunlight: Morning sun/Afternoon shade
Soil Requirements: Moist, well drained soil
Mature Size: 3' to 4' tall and 2' wide
Bloom Color: N/A
Deciduous or Evergreen: Deciduous",32.95,USD,1,"Fall_color,Japanese_Maple,dramatic_color,easy_to_grow,specimen_tree,urban_garden,visual_interest,vibrant_leaf_color,low_maintenance,color_contrast,dwarf,witches_broom,bonsai",,https://i.etsystatic.com/20088520/r/il/b36839/8210281367/il_fullxfull.8210281367_7izq.jpg,https://i.etsystatic.com/20088520/r/il/a939e3/8162341678/il_fullxfull.8162341678_joz0.jpg,https://i.etsystatic.com/20088520/r/il/f713fb/8162351996/il_fullxfull.8162351996_1tel.jpg,,,,,,,,,,,,,,
"Japanese Maple 'Crispii' Acer palmatum  Live Grafted Dwarf Tree Unique Leaves---Stunning!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live  grafted tree that is 8""- 10"" tall. If you are looking for a true dwarf variety with a delicate, compact look, this is the one. It features deeply divided, emerald-green leaves in the summer that feature slightly crinkled or serrated texturing.

Size: Very slow-growing, reaching only about 4 to 5 feet tall and wide over many years, giving it a beautiful mound or vase-like shape.  

Fall Color: Turns a brilliant, fiery orange and yellow before dropping its leaves.  

Best For: Small urban gardens, containers, or accent spots where space is limited. 

Light: Partial shade is ideal. Afternoon shade protects their delicate or crinkled leaf margins from leaf scorch.  

Soil: They prefer moist, organically rich, slightly acidic, and highly well-drained soil. They absolutely hate sitting in soggy, waterlogged dirt.

Common Name: 'Crispii' Japanese Maple
Botanical Name: Acer palmatum
Hardiness Zones: 5 - 9
Bloom Time: N/A
Sunlight: Morning sun/Afternoon shade
Soil Requirements: Moist, well drained soil
Mature Size: 4' to 5' tall and wide
Bloom Color: N/A
Deciduous or Evergreen: Deciduous",32.95,USD,2,"Fall_color,Japanese_Maple,dramatic_color,easy_to_grow,specimen_tree,urban_garden,visual_interest,vibrant_leaf_color,low_maintenance,color_contrast,Dwarf,Container,bonsai",,https://i.etsystatic.com/20088520/r/il/8b8b3c/8162307676/il_fullxfull.8162307676_7ctj.jpg,https://i.etsystatic.com/20088520/r/il/805fa4/8210228663/il_fullxfull.8210228663_f7yt.jpg,https://i.etsystatic.com/20088520/r/il/9f13d5/8162311008/il_fullxfull.8162311008_8foi.jpg,,,,,,,,,,,,,,
"Japanese Maple 'Purple Crunch' Acer palmatum Live Grafted Rare Dwarf Tree---Stunning!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live grafted tree that is 10""- 12"" tall. This cultivar is an extremely striking, rare dwarf Japanese maple cultivar known for its highly unique foliage texture and dramatic seasonal color shifts. It features 5-lobed palmate leaves with distinctive crinkled, heavily serrated, and slightly curled margins—giving it a heavily textured, ""crunchy"" visual appearance.

Spring: Emerges a vibrant, rich purple-red.

Summer: Matures to a deep dark blue-green, but regularly pushes out fresh flushes of bright purple new growth on contrasting red stems.

Fall: Transmutes into a glowing, fiery red.

Size & Form: A slow-growing, upright dwarf variety. It typically reaches about 5 to 6 feet tall in 10 years, eventually maturing around 7 to 10 feet with a compact vase shape.

Light Needs: Thrives best in morning sun with dappled or afternoon shade. Protection from the intense late-afternoon sun helps maintain the richest leaf colors without scorching the crinkled margins.
Soil & Drainage: Requires moist, well-drained, slightly acidic soil. Perfect drainage is absolutely essential to prevent root issues.
Landscape Use: Excellent for small gardens, borders, or long-term patio container culture (including bonsai).

Common Name: 'Purple crunch' Japanese Maple
Botanical Name: Acer palmatum
Hardiness Zones: 5 - 9
Bloom Time: N/A
Sunlight: Full sun/part sun
Soil Requirements: Moist, well drained soil
Mature Size: 5' to 6' tall and  wide
Bloom Color: N/A
Deciduous or Evergreen: Deciduous",32.95,USD,2,"Fall_color,Japanese_Maple,dramatic_color,easy_to_grow,specimen_tree,urban_garden,visual_interest,vibrant_leaf_color,low_maintenance,color_contrast,dwarf,bonsai,rare",,https://i.etsystatic.com/20088520/r/il/4487ee/8162297258/il_fullxfull.8162297258_mvs8.jpg,https://i.etsystatic.com/20088520/r/il/c1bae5/8162260030/il_fullxfull.8162260030_3bf4.jpg,https://i.etsystatic.com/20088520/r/il/a2cf9a/8210222629/il_fullxfull.8210222629_6n2m.jpg,,,,,,,,,,,,,,
"Mountain Laurel 'Elf' Starter Plant Flowering Shrub Pink Buds to Near-White Flowers---Gorgeous!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live starter plant that is 3"" - 5"" tall! Mountain Laurels are hard to find!! In late Spring/early Summer, it has bright pink buds that open up into near-white flowers! The stamens are very visible and make a unique star shaped pattern inside the flower! It has a long bloom time, so you can enjoy gorgeous flowers for quite a while! It's semi-dwarf size makes it a great choice for containers too!!

Common Name: 'Elf' Dwarf Mountain Laurel
Botanical Name: Kalmia latifolia
Hardiness Zones: 5 - 9
Bloom Time: Late Spring/early Summer 
Sunlight: Morning sun, afternoon shade is best
Soil Requirements: Moist, well drained soil
Mature Size: 2' - 3' tall and wide
Bloom Color: Near-White
Evergreen or Deciduous: Evergreen",26.75,USD,3,"easy_to_grow,long_bloom_time,low_maintenance,Bee_friendly,attracts_pollinators,hard_to_find_shrub,evergreen_shrub,container_plant,small_garden_space,abundant_flowers,cottage_garden,woodland_garden,compact_and_bushy",,https://i.etsystatic.com/20088520/r/il/d34398/8072231153/il_fullxfull.8072231153_rmx0.jpg,https://i.etsystatic.com/20088520/r/il/f29f7a/8024312124/il_fullxfull.8024312124_7sol.jpg,https://i.etsystatic.com/20088520/r/il/368ac9/8024317044/il_fullxfull.8024317044_2v5c.jpg,,,,,,,,,,,,,,
"Astilbe japonica 'Peach Blossom' Live Plant Shade Perennial Peachy Pink Flowers---Lovely!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live plant that is 6""- 8"" tall.  This absolutely gorgeous compact shade perennial definitely stands out!! In early Summer, it explodes with plumes of peachy pink flowers on long stems that make a great contrast against the fern-like shiny green leaves!! The flowers are long lasting for even more to love about this plant! The long stems make it an excellent choice for cut flower arrangements too!!


Common Name: 'Peach Blossom' Astilbe
Botanical Name: Astilbe japonica
Hardiness Zones: 4 - 9
Bloom Time: Early Summer
Sunlight: Part shade/shade
Soil Requirements: Moist, well drained soil
Mature Size: 1' to 2' tall and wide
Bloom Color: Peach
Evergreen or Deciduous: Herbaceous perennial",26.2,USD,8,"shade_perennial,cut_flowers,cottage_garden,woodland_garden,easy_to_grow,unique_flowers,container_garden,border_plant,pond_border,plant_in_groups,long_bloom_time,unique_leaves,attracts_pollinators","plant,soil,poly bag",https://i.etsystatic.com/20088520/r/il/e56ad0/6679192362/il_fullxfull.6679192362_5nn3.jpg,https://i.etsystatic.com/20088520/r/il/6fad63/8046975533/il_fullxfull.8046975533_h02m.jpg,,,,,,,,,,,,,,,
"Japanese Maple 'Tsuchigumo' Acer palmatum Live Grafted Tree Unique Leaves---Stunning!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live grafted tree that is 8""- 10"" tall. Its name meaning ""ground spider' reflects the downward crinkle of its leaves. In Spring, its leaves emerge in red hue and transition to a vibrant green all summer! The show continues in Fall when the leaves change to bright gold with crimson edges! This upright semi-dwarf has a vase shaped growth habit making it great to plant as a specimen in your landscape!!

Common Name: 'Tsuchigumo' Japanese Maple
Botanical Name: Acer palmatum
Hardiness Zones: 5 - 9
Bloom Time: N/A
Sunlight: Full sun/part sun
Soil Requirements: Moist, well drained soil
Mature Size: 6' to 8' tall and 4' to 5' wide
Bloom Color: N/A
Deciduous or Evergreen: Deciduous",32.95,USD,2,"Fall_color,Japanese_Maple,dramatic_color,easy_to_grow,specimen_tree,urban_garden,visual_interest,vibrant_leaf_color,low_maintenance,color_contrast,unique_bark,semi-dwarf,downward_leaves",,https://i.etsystatic.com/20088520/r/il/65421b/8124223391/il_fullxfull.8124223391_a8rt.jpg,https://i.etsystatic.com/20088520/r/il/234f44/8124188785/il_fullxfull.8124188785_9pv0.jpg,https://i.etsystatic.com/20088520/r/il/91edb8/8076301912/il_fullxfull.8076301912_mi3w.jpg,,,,,,,,,,,,,,
"Mountain Laurel 'Tiddlywinks' Starter Plant Flowering Shrub Pink Buds Light Pink Flowers---Gorgeous!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live starter plant that is 2"" - 4"" tall! Mountain Laurels are hard to find!! In late Spring/early Summer, it has bright pink buds that open up into soft pink flowers! The stamens are very visible and make a unique star shaped pattern inside the flower! It has a long bloom time, so you can enjoy gorgeous flowers for quite a while! It's compact size makes it a great choice for containers too!!

Common Name: 'Tiddlywinks' Mountain Laurel
Botanical Name: Kalmia latifolia
Hardiness Zones: 5 - 9
Bloom Time: Late Spring/early Summer 
Sunlight: Part sun
Soil Requirements: Moist, well drained soil
Mature Size: 3' tall and wide
Bloom Color: Pink
Evergreen or Deciduous: Evergreen",25.2,USD,3,"easy_to_grow,long_bloom_time,low_maintenance,Bee_friendly,attracts_pollinators,hard_to_find_shrub,evergreen_shrub,container_plant,small_garden_space,abundant_flowers,cottage_garden,woodland_garden,compact_and_bushy","plant,soil,poly bag",https://i.etsystatic.com/20088520/r/il/2eae3e/6286700600/il_fullxfull.6286700600_kaus.jpg,https://i.etsystatic.com/20088520/r/il/dd2c04/8024304564/il_fullxfull.8024304564_mgcd.jpg,,,,,,,,,,,,,,,
"Climbing Rose 'America'  1 year Live Plant Salmon Pink Double Flowers Highly Fragrant---Gorgeous!!","WE CANNOT SHIP TO THE FOLLOWING STATES DUE TO SHIPPING RESTRICTIONS: CALIFORNIA, OREGON, WASHINGTON, ARIZONA, ALASKA, HAWAII, IDAHO AND NEVADA
**WE CANNOT SHIP TO P.O. BOXES!!**
SECOND PICTURE IS A REPRESENTATION OF THE PLANT YOU WILL RECEIVE.
***ITEMS ARE TAPED IN THE BOX FOR SECURE SHIPPING. PLEASE BE CAREFUL TO REMOVE TAPE FIRST BEFORE REMOVING PLANT(S)***

This listing is for 1 live plant that is 8""- 12"" tall and growing quickly!  This Rose variety can bloom in waves all season long!! In late Spring, it starts the show with salmon/coral colored double blooms that are highly fragrant!! Absolutely stunning when grown on a fence, trellis or pergola!! A definite statement maker in your garden!!

**Not shipped in a pot, but the rootball is placed in a polybag and sealed. This will keep the roots moist!**

Common Name: 'America' Climbing Rose
Botanical Name: Rosa
Hardiness Zones: 6 - 9
Bloom Time: Late Spring
Sunlight: Full sun 
Soil Requirements: Moist, well drained soil
Mature Size: 10' to 12' tall and 6' to 8' wide
Bloom Color: Salmon pink
Evergreen or Deciduous: Deciduous",32.9,USD,3,"showy_flowers,highly_fragrant,heirloom_rose,fast_growing,climbs_a_pergola,climbs_a_trellis,cut_flowers,cottage_garden,easy_to_grow,strong_canes,long_bloom_time,double_flowers,attracts_pollinators",,https://i.etsystatic.com/20088520/r/il/449127/6733669921/il_fullxfull.6733669921_4qq1.jpg,https://i.etsystatic.com/20088520/r/il/b87cf1/8203847331/il_fullxfull.8203847331_9i31.jpg,https://i.etsystatic.com/20088520/r/il/69d365/6685632340/il_fullxfull.6685632340_9o3g.jpg,,,,,,,,,,,,,,
